	filename	year	sentnum	sentence
624	FRA01601_GautierJ.xml	1887	1084	C'est une intrigue amoureuse qui l'attire à Kioto; il a la tête pleine de folies.
625	FRA01601_GautierJ.xml	1887	1722	cria toute l'assistance, voilà une histoire qui ne blesse personne.
626	FRA01601_GautierJ.xml	1887	1786	C'est là que toute la cour descend pour continuer la route à pied.
627	FRA01601_GautierJ.xml	1887	4842	Le troisième jour, les soldats se portèrent soudain sur un même point.
628	FRA01601_GautierJ.xml	1887	495	Qu'y a-t-il dans ce monde de permanent ?
629	FRA01601_GautierJ.xml	1887	1049	Nagato déclare qu'il la prend pour femme et le mariage se fait.
560	FRA03201_Blandy.xml	1887	2407	Lapeyre prenait en main le premier acte, était intitulé : Sambre et Meuse; le héros était Hoche.
561	FRA03201_Blandy.xml	1887	1787	Si elle est intelligente, « comme je le croirais à ses yeux vifs et à sa physionomie parlante, ce sera le meilleur stimulant pour elle... Ah !
562	FRA03201_Blandy.xml	1887	522	En tous cas, papa Jacques lui aura indiqué le nœud rouge de mon chapeau et les bluets du tien comme indications pour nous trouver parmi les autres vendangeuses.
563	FRA03201_Blandy.xml	1887	2376	» Et, maintenant, ils sont assis sur le canapé, juste derrière nous.
564	FRA03201_Blandy.xml	1887	2856	Voulez -vous devenir l'associée de Mlle Adélaïde dans la direction du pensionnat ?
565	FRA03201_Blandy.xml	1887	790	Lapeyre devait monter un des chevaux du moulin, et son fils prendrait place sur le char à bancs avec les autres enfants.
566	FRA03201_Blandy.xml	1887	1297	Elle nous accompagne à Paris.
567	FRA03201_Blandy.xml	1887	2628	Elles prenaient un plaisir malicieux à produire chez miss Dillon « un coucher de soleil en plein ».
568	FRA03201_Blandy.xml	1887	1337	C'était bien à elle, puisqu'elle en jouissait avec eux et que même on lui réservait le meilleur de toutes choses et qu'elle l'acceptait tout bonnement.
569	FRA03201_Blandy.xml	1887	1455	Anténoi de parti pris.
840	FRA02201_Gouraud.xml	1888	1311	Il n'est pas douteux que M.
841	FRA02201_Gouraud.xml	1888	589	Laisse -moi remplacer ton institutrice, je m'en trouverai très bien et toi aussi.
842	FRA02201_Gouraud.xml	1888	128	Rose comprenait le chagrin de ses maîtres; et, sans en être priée, elle résolut de les seconder.
843	FRA02201_Gouraud.xml	1888	53	quelles belles récompenses lui donnerait sa mère !
844	FRA02201_Gouraud.xml	1888	167	maman, ce n'est pas ce que je voulais dire.
845	FRA02201_Gouraud.xml	1888	1611	Cette dame, il est vrai, blâmait hautement celui qui avait refusé de t'épouser en ne s'appuyant que sur des prévisions défavorables; elle disait que personne n'était plus digne que toi d'inspirer toute confiance à un homme grave, que tu serais la meilleure des belles-mères.
846	FRA02201_Gouraud.xml	1888	1886	Pourvu qu'on soit brave et fort, il me semble que c'est assez.
847	FRA02201_Gouraud.xml	1888	562	Rose, prévenue de l'heure à laquelle les voyageurs devaient arriver, s'était levée de grand matin; tout était prêt.
848	FRA02201_Gouraud.xml	1888	2391	Elles avaient deviné la meilleure récompense qu'on pût donner à la courageuse enfant.
849	FRA02201_Gouraud.xml	1888	2015	Cette soirée fut encore très douce pour les chers parents, et la nuit bien paisible; puis, le lendemain matin, Marguerite, en embrassant sa bonne mère plus affectueusement encore que de coutume, lui apprit qu'hélas !
330	FRA02301_Greville.xml	1888	132	J'ai trente-six ans, ma mère; ma vie promet d'être longue, elle sera belle, je l'espère.
331	FRA02301_Greville.xml	1888	2336	pensa-t-elle, je suis heureuse, je me sens riche d'aimer...
332	FRA02301_Greville.xml	1888	124	Ce n'était ni sa faute ni la mienne.
333	FRA02301_Greville.xml	1888	810	Elle se raidit contre ses petites déceptions, se cuirassa de souriante politesse contre l'aimable froideur de Mme de la Rouveraye et attendit : l'amitié de tous ceux qui connaissaient sa valeur et les succès mondains dont elle n'avait garde de se laisser enivrer, l'aidèrent à se faire une existence extérieure pleine d'un charme sans banalité.
334	FRA02301_Greville.xml	1888	1529	La grande pièce où elle avait passé une si terrible nuit d'agonie morale n'avait plus rien de lugubre à ses yeux : avec l'entrée du soleil et du salut, elle avait perdu son aspect sinistre, et la jeune femme s'était prise à l'aimer à mesure que la convalescence faisait des progrès surprenants.
335	FRA02301_Greville.xml	1888	360	Il y avait d'ailleurs en elle un fonds de tristesse qui assombrissait sa vie, mais sans qu'elle en fit souffrir les autres.
336	FRA02301_Greville.xml	1888	972	Mais le petit mérite d'être puni, monsieur.
337	FRA02301_Greville.xml	1888	1825	Il dit un jour à sa maîtresse :
338	FRA02301_Greville.xml	1888	2123	Elle avait réussi cependant, ou du moins la part principale de sa tâche était remplie, car l'aîné, son fils, après avoir fait un brillant service d'internat dans les hôpitaux, venait d'être reçu médecin.
339	FRA02301_Greville.xml	1888	1920	La frayeur qu'il avait de ne pas savoir ce qu'on lui demanderait le paralysait d'avance.
380	FRA02603_Malot.xml	1888	3167	Il eût prévu ce coup, qu'il aurait quitté Paris jusqu'au moment du procès; mais il était pris à l'improviste.
381	FRA02603_Malot.xml	1888	2951	Sans doute, il y avait peu de chances pour que jamais il en passât une épreuve devant les yeux de madame Dammauville; mais, n'en existât-il qu'une contre cent mille, qu'il devait s'arranger pour n'avoir pas à la craindre.
382	FRA02603_Malot.xml	1888	3979	À moins d'avoir des diplomates, on ne pouvait espérer des boutonnières plus fleuries.
383	FRA02603_Malot.xml	1888	1821	Le hasard voulut qu'il s'en souvînt; il le dit à Caffié qui répondit qu'il avait cherché dans cette armoire sans rien trouver.
384	FRA02603_Malot.xml	1888	2727	Elle souffre parfois à crier, mais ce sont des crises qui ne durent pas toujours.
385	FRA02603_Malot.xml	1888	1799	L'argent sur lequel il avait compté pour remplacer celui qu'il avait donné à cette femme lui manqua.
386	FRA02603_Malot.xml	1888	361	À sa sortie du couvent, la jeune fille a vécu chez sa mère.
387	FRA02603_Malot.xml	1888	204	Maintenant, rien à attendre de personne.
388	FRA02603_Malot.xml	1888	2648	Je suis sûr qu'elle a déjà gagné madame Dammauville et qu'elle sera écoutée avec sympathie.
389	FRA02603_Malot.xml	1888	626	En réalité, il ne lui avait laissé que la ruine; l'hôtel qu'il s'était fait construire vendu, et les dettes payées, il ne leur était resté que quelques meubles.
60	FRA01102_Dombre.xml	1889	390	Milane emmena Folla gambader une heure dans la campagne.
61	FRA01102_Dombre.xml	1889	159	fit Juliette en faisant la moue; et moi donc, avec qui jouerai -je ?
62	FRA01102_Dombre.xml	1889	617	revenir de... de Nouméa !
63	FRA01102_Dombre.xml	1889	305	Folla s'assit sur une pierre, tandis que le petit garçon la contemplait de ses yeux bleus étonnés, en suçant consciencieusement son pouce.
64	FRA01102_Dombre.xml	1889	180	dit Mme Milane en embrassant la fillette, toujours placée à sa droite.
65	FRA01102_Dombre.xml	1889	992	Gervaise couchait dans une autre pièce; on l'oubliait, elle, heureusement.
66	FRA01102_Dombre.xml	1889	553	Si Fraülen était là, elle nous raconterait une histoire; mais les vêpres ne sont pas finies, et puis elle causera avec grand-mère en revenant.
67	FRA01102_Dombre.xml	1889	610	Cependant on ne sait pas... Il n'est guère chançard, et on ne s'enrichit pas dans le pays d'où il revient.
68	FRA01102_Dombre.xml	1889	1290	non pas toi, fit-il en voyant la fausse Juliette se diriger vers lui; toi tu es maintenant et pour toujours Sophie Marlioux, et tu vas rester ici avec tes parents.
69	FRA01102_Dombre.xml	1889	273	je ne sais guère où se cachent les autres.
490	FRA01101_Dombre.xml	1890	2195	Mais je ne vous imposerai pas longtemps ma présence, allez !
491	FRA01101_Dombre.xml	1890	1956	Vous allez quitter ma maison aujourd'hui même pour n'y plus revenir.
492	FRA01101_Dombre.xml	1890	1039	Philémon et Baucis n'étaient rien auprès d'eux.
493	FRA01101_Dombre.xml	1890	2511	Daltier; du moins, votre nom est mêlé à cette affaire certainement; seulement on sait que vous êtes inconsciente de...
494	FRA01101_Dombre.xml	1890	851	que vous vous faites illusion !
495	FRA01101_Dombre.xml	1890	2765	Au loin les barques de pêcheurs partaient au travail, la voile blanche déployée au vent du large.
496	FRA01101_Dombre.xml	1890	2572	C'est convenu, vous ne nous quittez pas ?
497	FRA01101_Dombre.xml	1890	1861	tu lui feras passer cette mauvaise habitude.
498	FRA01101_Dombre.xml	1890	2726	Je vous en supplie, revenez à vous.
499	FRA01101_Dombre.xml	1890	1967	fit le vieillard avec un rire brutal, vous voulez veiller sur votre héritage.
990	FRA03002_Ohnet.xml	1890	2299	Le docteur descendit et, serrant une dernière fois la main de Jacques, comme pour lui donner une provision d'énergie :
991	FRA03002_Ohnet.xml	1890	1853	Et sa haine était encore plus redoutable que son amour.
992	FRA03002_Ohnet.xml	1890	25	Dans une heure nous allons vous rejoindre...
993	FRA03002_Ohnet.xml	1890	441	Il s'élança vers la grève, sautant de rocher en rocher, essuya, en passant, plusieurs coups de feu, arriva jusqu'au rivage et, se précipitant dans la mer, il nagea vigoureusement vers l'homme qui se noyait.
994	FRA03002_Ohnet.xml	1890	1852	La ruine, le déshonneur ou la mort, voilà quels étaient ses présents â ceux par qui elle se faisait aimer.
995	FRA03002_Ohnet.xml	1890	1472	Une autre femme ouvrit et, s'effaçant, avec un silencieux sourire, les laissa entrer.
996	FRA03002_Ohnet.xml	1890	2922	Et Mme de Vignes n'eut pas le courage d'attrister, par un refus, ce joli visage qui rayonnait, pour la première fois, depuis si longtemps.
997	FRA03002_Ohnet.xml	1890	294	Je ne te reverrai jamais !
998	FRA03002_Ohnet.xml	1890	1210	La nuit s'écoula dans ces agitations.
999	FRA03002_Ohnet.xml	1890	706	---pour essayer de prendre à la banque l'argent que me réclame une drôlesse que je méprise, qui me trompe et que je n'ai pas le courage de quitter... Et c'est là ce que tu regrettes ?
70	FRA07001_Mendes.xml	1892	100	Ils rie reçurent pas les leçons du père et de l'aïeul, déchirés d'amour sur la branche conjugale.
71	FRA07001_Mendes.xml	1892	393	C'était parce qu'il était horrible qu'elle avait eu tant de joie à entendre les nocturnes oiseaux; et même — puisque de les entendre si bien ramager, l'envie lui était venue de ramager comme eux — elle devait à ces abominables pratiques la rossignolante voix dont elle fut si fière.
72	FRA07001_Mendes.xml	1892	268	Elle avait, avec des réminiscences, un pressentiment de l'emploi auquel ils étaient destinés, ne se rendait pas bien compte des choses pourtant.
73	FRA07001_Mendes.xml	1892	1104	Et je ne crois pas que les chants des anges soient plus doux à un damné qui aurait réussi à grimper jusqu'à la porte du paradis, que me l'était leur ramage.
74	FRA07001_Mendes.xml	1892	522	Il y a bien assez de bouches à nourrir dans la troupe, sans qu'on se charge encore de toutes les vagabondes qu'on rencontre.
75	FRA07001_Mendes.xml	1892	538	Les rossignols, d'habitude, ne chantent guère après le jour levé, et jamais je n'ai entendu un rossignol chanter comme celui -ci... Écoutez !
76	FRA07001_Mendes.xml	1892	1165	Et pourquoi était-elle bâillonnée ?
77	FRA07001_Mendes.xml	1892	1022	je suis maudit comme le chien du diable.
78	FRA07001_Mendes.xml	1892	906	mon Dieu, il marchait maintenant dans l'herbe, sur la terre, s'avançait, s'avançait toujours; il avait, d'un air où l'étourderie se rassurait de fierté, des dressements de cou, avec, encore, des intentions d'essor; mais, d'un regard oblique, il ne quittait pas le ver se tortillant, et il se trouva enfin, instable mais résolu, défiant mais affamé, à si peu de distance de la captivité, qu'il eût suffi d'un brusque allongement de bec pour faire choir le piège.
79	FRA07001_Mendes.xml	1892	877	Enfin il y eut une lourdeur de chute, comme si le survenant s'était, après un faux pas, assis dans l'herbe.
600	FRA01602_GautierJ.xml	1893	264	dit-elle, avec une lueur de glaive dans ses longs yeux sombres.
601	FRA01602_GautierJ.xml	1893	1313	Je t'enverrai l'enfant dès demain.
602	FRA01602_GautierJ.xml	1893	1707	Depuis longtemps mes autres frères sont distancés, nous sommes hors de leur atteinte : Achmet seul nous serre de près, nous ne pouvons lui échapper, il vaut mieux l'attendre.
603	FRA01602_GautierJ.xml	1893	189	Elle comprit que si le bien-aimé la fuyait, c'était pour lui montrer la voie, l'entraîner vers les hauteurs célestes, où seulement elle pourrait le joindre, peut-être, après d'innombrables siècles d'efforts, de larmes et de prières, quand elle serait devenue tout clarté et tout amour, qu'elle mériterait enfin de s'abîmer, goutte de lumière, dans l'infinie lumière, parcelle d'amour dans l'amour illimité, qui est le ciel.
604	FRA01602_GautierJ.xml	1893	725	Souvent elles préféraient la mort au déshonneur; témoin cette illustre Fatimé, qui, faite prisonnière, se jeta la tête la première, du haut de la chamelle qu'elle montait, et se tua ainsi, pour échapper à l'amour de son vainqueur.
605	FRA01602_GautierJ.xml	1893	1306	J'admire ta vertu et ton courage : tu as étouffé le scandale, tu as su éviter à ton vieux père le chagrin du déshonneur.
606	FRA01602_GautierJ.xml	1893	334	Aussitôt, il frappa Horus sur la tête, et le fit enfoncer, dans le sol, jusqu'aux genoux.
607	FRA01602_GautierJ.xml	1893	1397	dit Aly, et que veux -tu ?
608	FRA01602_GautierJ.xml	1893	1127	La jeune femme n'éprouvait aucune alarme, tandis qu'il était ainsi en communication avec le messager céleste; mais son père et sa mère, quelles transes affreuses les glaçaient !
609	FRA01602_GautierJ.xml	1893	1944	La prochaine aurore allait donc le prendre au dépourvu.
610	FRA00302_Aimard.xml	1894	7035	J'ai, moi, la conviction contraire; je suis persuadé que si tu veux t'en donner la peine, tu parviendras facilement à être plus rusé que ce redoutable  .
611	FRA00302_Aimard.xml	1894	6437	dit résolument André.
612	FRA00302_Aimard.xml	1894	6579	Supposez -vous donc que nous ignorons que, Français, vous avez lâchement renié votre patrie ?
613	FRA00302_Aimard.xml	1894	7834	Voici, à peu de différence près, comment les choses se sont passées.
614	FRA00302_Aimard.xml	1894	6376	reprit le Proscrit en l'éloignant dédaigneusement du geste.
615	FRA00302_Aimard.xml	1894	8643	Est -ce qu'il ne vous plairait pas, par hasard ?
616	FRA00302_Aimard.xml	1894	5592	Or, en toute affaire, le meilleur complice est celui qui ne sait rien, parce qu'il ne peut même pas comprendre ni commettre d'imprudence.
617	FRA00302_Aimard.xml	1894	8643	Est -ce qu'il ne vous plairait pas, par hasard ?
618	FRA00302_Aimard.xml	1894	2631	de Villiers, avec lequel il avait été élevé, et un désir irrésistible de voir ces mystérieuses contrées d'outre-mer sur lesquelles on faisait en Europe de si émouvants récits.
619	FRA00302_Aimard.xml	1894	2479	Voici, en deux mots, ce que le gouverneur attend de nous : Vous savez que les Anglais, qui tentent de nous supplanter partout, ont fondé, en 1668, il y a environ quatre-vingts ans, sur la baie d'Hudson, découverte par eux, le fort Rupert ?
480	FRA03003_Ohnet.xml	1894	882	J'irai trouver le préfet de police, et je la ferai emballer comme la dernière des clientes de Saint-Lazare !
481	FRA03003_Ohnet.xml	1894	667	Jamais plus belle cascade d'écus ne coula à grand bruit des mains d'un viveur.
482	FRA03003_Ohnet.xml	1894	1702	Deux étages, couverture de tuiles, et pas même de cour d'entrée.
483	FRA03003_Ohnet.xml	1894	3818	vous rendre votre liberté, oui, c'est le devoir que je m'impose, dans une heure de suprême honnêteté !
484	FRA03003_Ohnet.xml	1894	1369	mais, il doit y avoir du lait excellent.
485	FRA03003_Ohnet.xml	1894	478	Clamiron l'avait amenée chez lui, avec quelques autres de la même ondulation....
486	FRA03003_Ohnet.xml	1894	276	Elle avait été frappée, et ne pouvait réagir contre son impression.
487	FRA03003_Ohnet.xml	1894	969	Et, par une affreuse équivoque, le toxique abominable semblait vivifier ce qu'il détruisait.
488	FRA03003_Ohnet.xml	1894	544	Il le martyrisait de ses attentions et, quand il ne le voyait pas chez lui, il allait jusqu'à lui faire des scènes de jalousie.
489	FRA03003_Ohnet.xml	1894	2294	Et les affaires de banque qui sont si considérables !
750	FRA06501_Gyp.xml	1897	930	... au contraire, ça leur fait du bien, ça les secoue un peu... et puis, ils auront le temps de se reposer à la campagne... j'avais si envie de revoir les Poteaux !
751	FRA06501_Gyp.xml	1897	200	quant à ça, vous pouvez le dire, que je m'en fiche !
752	FRA06501_Gyp.xml	1897	1698	Un instant avant, le dîner, madame d'Argonne entra dans le salon et dit à la marquise :
753	FRA06501_Gyp.xml	1897	1719	Ses épaules laiteuses sortaient d'un large décolletage arrondi, qui suivait le contour de la poitrine avec une exactitude parfaite.
754	FRA06501_Gyp.xml	1897	1814	... Vous savez bien qu'elle a été la maîtresse de Jacques ?
755	FRA06501_Gyp.xml	1897	1498	... et non seulement vous seriez pour que je le fasse danser, le monstre, mais peut-être aussi pour que je l'épouse ?
756	FRA06501_Gyp.xml	1897	1108	C'en était fini de la bonne intimité, de l'abandon, des causeries du soir, des promenades paisibles.
757	FRA06501_Gyp.xml	1897	930	... au contraire, ça leur fait du bien, ça les secoue un peu... et puis, ils auront le temps de se reposer à la campagne... j'avais si envie de revoir les Poteaux !
758	FRA06501_Gyp.xml	1897	1921	d'Argonne l'aperçut :
759	FRA06501_Gyp.xml	1897	2019	... d'Argonne était fou de sa femme et d'ailleurs il serait au bal, Morières aussi, d'Antin aussi, restait Pourville ?
660	FRA07501_Darien.xml	1897	1082	C'est mille fois plus atroce que la prodigalité qui, au moins, éparpille l'or... C'est abandonner le drapeau de la civilisation; c'est permettre à la vieille barbarie de prévaloir contre elle.
661	FRA07501_Darien.xml	1897	1927	Tu vois que l'honnêteté sert tout de même à quelque chose.
662	FRA07501_Darien.xml	1897	1380	bien, va-t -en, alors !
663	FRA07501_Darien.xml	1897	517	» Est -ce que c'est classique, ça, ou simplement péremptoire ?
664	FRA07501_Darien.xml	1897	7042	C'était son père qu'elle avait vu !
665	FRA07501_Darien.xml	1897	803	ces Américains, dit mon oncle avec colère, quelles leçons ils donnent au Vieux Monde !
666	FRA07501_Darien.xml	1897	2505	Vous y serez horriblement mal.
667	FRA07501_Darien.xml	1897	5362	Le fils dépense tellement, voyez -vous !
668	FRA07501_Darien.xml	1897	2246	bien, Messieurs, voici ce que je vous propose : je garde la Rente, les Chemins de fer et le Suez, je vous rends toutes les valeurs industrielles, et je vous donne cinquante mille francs.
669	FRA07501_Darien.xml	1897	4254	C'est un beau métier.
410	FRA04002_Verne.xml	1898	189	Ainsi les céréales ne tarderaient pas à doubler et tripler leurs rendements.
411	FRA04002_Verne.xml	1898	467	Après cela, lorsque je parle de ma chère Myra, peut-être crois -tu que j'exagère...
412	FRA04002_Verne.xml	1898	2805	Aplatis contre le sol, retenant notre respiration, nous regardâmes avidement.
413	FRA04002_Verne.xml	1898	1536	... On serait tenté de les exorciser l'un comme l'autre.
414	FRA04002_Verne.xml	1898	2657	Est-il possible qu'elle ait quitté son lit, traversé la chambre de sa mère, descendu l'escalier, sans avoir été aperçue ?
415	FRA04002_Verne.xml	1898	2359	nous sommes désarmés devant ce misérable.
416	FRA04002_Verne.xml	1898	1157	repris -je, un Français ne reculera pas devant un Magyar.
417	FRA04002_Verne.xml	1898	942	Il semble que cet homme vive en dehors de l'humanité.
418	FRA04002_Verne.xml	1898	2870	D'autres entrent par la grille, d'autres franchissent les murs, d'autres sortent des ruines de la maison.
419	FRA04002_Verne.xml	1898	1377	Son existence est cachée.
280	FRA01603_GautierJ.xml	1900	1280	Voyez donc, il ruisselle de sang.
281	FRA01603_GautierJ.xml	1900	1105	Ce sachet contenait un atome de l'inestimable parfum, appelé Janko, ou parfum du vieux chat.
282	FRA01603_GautierJ.xml	1900	1223	en visitant tous les vieux nobles, dépossédés de leur souveraineté, et qui soignent, dans la retraite, les blessures de leur orgueil ?
283	FRA01603_GautierJ.xml	1900	1465	Voilà deux cents ans, bientôt, que ces héros ont accompli leur noble suicide, et leur souvenir brille, même à travers l'horrible fumée du temps présent, qui obscurcit tout.
284	FRA01603_GautierJ.xml	1900	730	Le clan de Nagato, désapprouvé pour avoir obéi, se révolte.
285	FRA01603_GautierJ.xml	1900	681	d'où vient le coup, qui anéantit le peu que je suis ?
286	FRA01603_GautierJ.xml	1900	926	Les yeux élargis, d'une fixité horrible !
287	FRA01603_GautierJ.xml	1900	556	Mais ce ne fut pas cela qui arriva.
288	FRA01603_GautierJ.xml	1900	981	... C'est comme s'ils avaient soufflé sur nous un vent de folie !
289	FRA01603_GautierJ.xml	1900	165	Elle est au courant de tous ses travaux, l'aide en ses recherches parfois, car elle est de première force en littérature, en poésie, en philosophie même, les prêtres, des grands temples de la capitale, viennent souvent s'entretenir avec elle et sont émerveillés de la gravité de son esprit.
260	FRA00401_Allais.xml	1902	446	Nous ne le revîmes plus jamais au café.
261	FRA00401_Allais.xml	1902	2266	Maintenant, je vois que vous êtes deux; vous pouvez continuer votre promenade.
262	FRA00401_Allais.xml	1902	290	Apparente solidarité du boa et de la girafe au cours d'une laryngite chez ce quadrupède à qui la nature se plut à monter le cou.
263	FRA00401_Allais.xml	1902	551	Il explora les alentours, s'assurant que nulle oreille suspecte ne se tendait près de nous.
264	FRA00401_Allais.xml	1902	223	Celles du Captain Cap sont d'un rouge ardent ou d'un bleu de lapis lazuli.
265	FRA00401_Allais.xml	1902	977	-- La critique du général Dragomirov.
266	FRA00401_Allais.xml	1902	2151	Pas un feu sur terre, pas une étoile au ciel !
267	FRA00401_Allais.xml	1902	897	C'était, n'est -ce pas, Cap ?
268	FRA00401_Allais.xml	1902	2417	Une tranche d'orange, fruits selon la saison, chalumeau.
269	FRA00401_Allais.xml	1902	2458	Dégustez avec un chalumeau.
580	FRA06001_Rebell.xml	1902	2234	Point, non plus, de serviteurs ni de marchands sauf ceux qui s'étaient installés pour la journée.
581	FRA06001_Rebell.xml	1902	1609	Des fenêtres ouvertes s'envolaient les sons caressants, les tendres accords d'un clavecin.
582	FRA06001_Rebell.xml	1902	632	C'est un commandeur si rude, par ses façons lourdes, son embonpoint embarrassant, sa face épaisse de mulâtre !
583	FRA06001_Rebell.xml	1902	3062	Mais à peine étais -je seule que l'espèce d'ivresse que l'on ressent à satisfaire ses haines m'abandonna; après toutes ces exécutions je me sentis plus malheureuse, et seule dans le monde comme dans un désert.
584	FRA06001_Rebell.xml	1902	3185	On a tué bonne petite maîtresse !
585	FRA06001_Rebell.xml	1902	1913	Figeroux s'essuya sa face souillée, grommela je ne sais quelle injure et reprit sa marche lentement derrière la négresse.
586	FRA06001_Rebell.xml	1902	112	As -tu connu maîtresse si clémente !
587	FRA06001_Rebell.xml	1902	692	Berchoux et votre autre conducteur avaient les mœurs ordinaires des nègres musulmans; ils délaissaient les femmes pour un commerce infâme.
588	FRA06001_Rebell.xml	1902	718	L'abbé de La Pouyade ne s'en est pas moins permis, à ce sujet, une plaisanterie.
589	FRA06001_Rebell.xml	1902	724	Le commandeur, qui était de retour, avait fait aligner une vingtaine de jeunes négresses, dans le jardin, à quelques pas de la maison, et un Frère des Missions les examinait une à une, leur touchant le ventre, du bout des doigts, collant l'oreille sur leur abdomen, en des mouvements répétés et indécis.
370	FRA06601_Peladan.xml	1902	3785	Ailleurs, je me sens exilée.
371	FRA06601_Peladan.xml	1902	936	Elle s'irrita d'abord de quitter le premier plan auquel elle se croyait des droits; mais, sous la pression des trois volontés qui se combinaient, elle accepta la subordination de son rôle et perdit de son importance, à son propre jugement.
372	FRA06601_Peladan.xml	1902	2871	Quand on est le seul homme que voit une jeune fille, elle vous aime, parce qu'on est là.
373	FRA06601_Peladan.xml	1902	568	» fit Lionardo, « je suis le seul commensal de la villa et son imagination s'exerce instinctivement; ce qu'elle me dédie, elle le dédierait à tout autre; mais, mon cher père, vous m'apparaissez observateur, réfléchi.
374	FRA06601_Peladan.xml	1902	725	Pourquoi l'avertir du sentiment qui se levait, indécis et vague, mais trop tendre pour une nonne ?
375	FRA06601_Peladan.xml	1902	1941	Au réfectoire, son gobelet plein se renversait de lui -même : ou bien, elle poussait de grandes exclamations inexplicables, pendant un sermon de l'abbesse.
376	FRA06601_Peladan.xml	1902	3068	L'Inquisition exprima férocement une volonté théocratique; la légalité aujourd'hui opprime les consciences avec une égale rigueur.
377	FRA06601_Peladan.xml	1902	1530	Je ne crains rien autant que la possession : elle métamorphose l'homme en laid; il cesse d'être aimable, dès qu'il est aimé.
378	FRA06601_Peladan.xml	1902	406	Ce n'est pas un homme jeune, ni riche.
379	FRA06601_Peladan.xml	1902	3987	ils n'ont pu vivre en paix !
850	FRA02901_Noailles.xml	1903	2270	Elle lut des noms difficiles et puis elle vit
851	FRA02901_Noailles.xml	1903	884	Elle s'y accoutumait, l'acceptait tranquillement, sans ardeur, mais comme si c'était le plus agréable et le plus sage de ce qu'il y avait à faire.
852	FRA02901_Noailles.xml	1903	108	Les choses qu'il lui disait n'étaient pas importantes et lui -même paraissait ne pas y tenir; ses paroles semblaient mises là seulement pour faciliter et autoriser l'attention qu'il appuyait sur mademoiselle de Rozée, et Sabine, intimidée, répondait gauchement.
853	FRA02901_Noailles.xml	1903	576	Le piano tenait la plus grande place dans la pièce; il y avait au mur des aquarelles et un luth en ivoire blanc qui semblait en porcelaine.
854	FRA02901_Noailles.xml	1903	1339	De temps en temps, un petit papillon violet s'en allait de la houppe d'une fleur sauvage et semblait l'âme du parfum.
855	FRA02901_Noailles.xml	1903	271	reprit Sabine, chimiste, philosophe, mathématicien ?
856	FRA02901_Noailles.xml	1903	947	On ne tenait pas compte de Jérôme; on ne le voyait presque plus, tant il était de son côté intéressé à empaqueter son ancien appartement, ses vieux papiers, sa vie de garçon.
857	FRA02901_Noailles.xml	1903	1248	Il s'était senti tout d'un coup embarrassé d'une intimité douce qu'il désirait prolonger malgré elle, qui semblait n'y plus goûter.
858	FRA02901_Noailles.xml	1903	1118	Le dur pain de la faim quotidienne nous trouble jusqu'au rêve, et de même le verbe, les livres, tout ce qui exalte la justice et la liberté...
859	FRA02901_Noailles.xml	1903	161	le Vinci, mon cher, ajouta-t-il en saisissant Henri par le bras.
650	FRA02401_LeRouge.xml	1904	362	de Saint-Elme, à qui tout espionnage répugnait, ne savait de quelle façon commencer son interrogatoire.
651	FRA02401_LeRouge.xml	1904	538	Des vases de terre commune étaient remplis de roses, de mimosas et de magnolias.
652	FRA02401_LeRouge.xml	1904	389	Maintenant elle ne boitait plus.
653	FRA02401_LeRouge.xml	1904	1096	cria Vénus d'un ton aigre.
654	FRA02401_LeRouge.xml	1904	1114	La vieille sourit de ce départ un peu rageur; elle croyait avoir suffisamment effrayé sa fille, en la menaçant d'adopter à sa place la petite Cocotte.
655	FRA02401_LeRouge.xml	1904	272	Jamais je ne vis beauté plus splendide.
656	FRA02401_LeRouge.xml	1904	1139	Les pavés semblaient fumer; les rues désertes ne montraient que des portes voilées de crêpe ou quelques cadavres, figés par la mort dans une pose grotesque, la face barbouillée de taches noirâtres.
657	FRA02401_LeRouge.xml	1904	288	C'est la femme d'un riche planteur...
658	FRA02401_LeRouge.xml	1904	1199	de Saint-Elme jouissait délicieusement de son lent et graduel retour à l'existence.
659	FRA02401_LeRouge.xml	1904	1202	Content de tout, indulgent, rajeuni, et formant mille projets d'avenir, tout l'enchantait.
390	FRA05101_Eekhoud.xml	1904	542	Si les policiers n'ont pas encore conduit leur capture au poste, Tich réussit toujours à l'arracher de leurs mains.
391	FRA05101_Eekhoud.xml	1904	913	Ils se préparent à ce moment comme un acteur soigne son entrée.
392	FRA05101_Eekhoud.xml	1904	1210	La beuverie recommence de plus belle.
393	FRA05101_Eekhoud.xml	1904	1111	Chaussures et couvre-chef jonchent le sol.
394	FRA05101_Eekhoud.xml	1904	1007	Comme de juste, on ne se fit pas faute de répondre à leurs provocations en les chatouillant et en les chiffonnant au passage, puis, mis en appétit, sur la proposition de notre chef, nous nous décidâmes de rentrer avec la ribambelle qui n'en attendait pas moins de notre ardeur.
395	FRA05101_Eekhoud.xml	1904	883	ratifient les deux benjamins.
396	FRA05101_Eekhoud.xml	1904	2102	Le hideux sourire, quand il retrousse ses manches, qu'il ôte sa tunique ou qu'il la remet, avec le soupir de soulagement du peinard qui a fini la corvée !
397	FRA05101_Eekhoud.xml	1904	775	» proclamèrent nos éducateurs.
